"","Time","ID","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50","sp51","sp52","sp53","sp54","sp55","sp56","sp57","sp58","sp59","sp60","sp61","sp62","sp63","sp64","sp65","sp66","sp67","sp68","sp69","sp70","sp71","sp72","sp73","sp74","sp75","sp76","sp77","sp78","sp79","sp80","sp81","sp82","sp83","sp84","sp85","sp86","sp87","sp88","sp89","sp90","sp91","sp92","sp93","sp94","sp95","sp96","sp97","sp98","sp99","sp100"
"Sbj65_Time3",3,65,58,83,12,19,9,16,47,12,17,11,22,10,36,25,12,9,25,6,37,12,14,53,72,59,36,17,14,16,11,22,10,28,29,32,18,53,45,14,31,53,12,16,14,13,21,51,13,55,11,17,20,12,47,47,8,12,51,11,33,72,18,47,20,53,17,45,26,24,65,28,49,64,66,20,42,30,12,31,20,39,26,27,12,15,29,14,59,38,19,34,36,29,32,25,12,27,63,19,44,63
"Sbj65_Time4",4,65,48,77,16,24,14,12,39,15,12,11,20,16,35,21,12,15,26,12,34,14,15,49,74,63,40,17,11,14,14,19,3,32,21,35,9,53,42,16,33,59,14,22,14,10,22,57,11,48,16,12,22,16,46,49,16,13,51,13,28,75,15,44,22,46,15,49,26,20,74,28,53,66,67,18,44,24,18,30,13,43,23,33,19,7,30,14,56,45,10,27,33,32,30,20,15,26,64,21,48,59
"Sbj66_Time1",1,66,20,20,17,23,14,14,20,17,19,18,20,17,26,17,17,18,21,12,23,14,8,22,28,25,16,18,14,12,18,20,21,17,19,18,30,19,22,14,19,22,13,18,18,24,20,19,17,17,19,17,18,16,15,19,23,21,12,23,10,21,22,18,19,22,18,15,9,14,22,17,10,16,20,17,24,17,22,15,16,23,16,22,23,16,18,19,20,17,9,21,20,11,15,18,25,17,18,21,21,21
"Sbj66_Time2",2,66,31,29,19,12,18,14,27,52,22,32,33,12,10,11,31,30,17,38,20,17,17,26,27,17,21,29,45,24,14,14,13,43,10,15,5,46,13,49,16,36,6,49,38,12,20,29,14,32,32,31,16,24,38,22,41,16,41,58,13,14,19,35,59,33,22,14,46,14,32,13,33,16,18,12,27,32,49,34,45,26,28,28,20,11,19,31,18,11,20,10,25,32,14,23,26,33,27,14,16,37
"Sbj66_Time3",3,66,42,24,21,13,18,18,27,50,28,32,29,17,15,11,24,30,9,35,13,17,7,25,25,19,25,34,40,18,8,16,13,51,18,13,11,47,22,47,19,34,15,50,43,9,24,27,12,33,32,34,18,19,31,21,40,17,45,52,16,14,24,37,51,30,20,24,44,10,31,10,42,11,14,13,37,33,51,25,45,31,26,21,23,12,26,31,15,14,27,11,22,27,10,16,27,33,28,11,10,32
"Sbj66_Time4",4,66,31,20,25,11,17,11,31,51,30,34,28,15,17,15,29,28,10,35,19,5,9,27,24,23,26,33,43,12,10,20,14,51,13,13,18,50,16,45,16,41,14,48,45,13,22,22,17,32,31,24,13,16,34,21,41,10,42,57,12,13,25,41,55,28,27,18,50,18,26,14,34,17,11,12,33,30,53,30,49,25,31,21,20,10,26,29,14,16,28,14,24,34,12,15,29,31,24,10,18,35
"Sbj67_Time1",1,67,17,18,18,16,11,26,17,17,19,21,22,15,17,16,14,16,15,22,12,14,17,12,14,14,21,24,15,20,24,20,11,13,15,22,14,14,12,18,21,15,21,15,13,19,21,24,21,18,15,16,25,16,17,26,17,19,13,18,21,12,24,18,15,22,12,25,17,21,18,16,21,22,26,22,16,15,23,15,16,14,19,13,25,16,17,17,21,12,7,21,18,22,20,18,18,22,13,16,16,12
"Sbj67_Time2",2,67,10,9,18,6,13,20,14,41,36,17,42,31,29,12,28,14,54,46,14,6,14,31,26,12,18,17,22,11,46,50,22,8,11,40,11,38,28,28,17,20,29,11,16,38,37,17,21,14,13,34,31,16,35,23,49,48,48,33,55,14,28,15,12,21,50,29,41,58,54,49,26,42,40,10,18,28,16,27,13,35,38,55,11,20,45,43,32,40,11,9,38,61,19,58,11,33,12,30,33,47
"Sbj67_Time3",3,67,12,16,14,13,10,19,13,48,30,14,36,29,28,13,26,10,48,48,19,10,11,34,25,17,15,15,26,13,46,53,22,12,16,38,17,32,30,34,26,13,35,11,13,37,34,16,19,12,13,31,34,18,31,17,47,49,54,38,56,17,27,23,15,10,52,27,41,57,56,39,19,36,43,13,11,32,12,29,15,29,34,60,15,12,43,41,31,36,12,12,37,59,21,61,18,24,11,31,30,45
"Sbj67_Time4",4,67,16,12,17,12,15,19,13,41,32,15,46,33,30,13,30,11,51,51,12,16,19,28,24,13,20,13,21,15,52,47,26,15,10,42,13,37,34,26,17,17,28,7,14,41,37,9,17,11,14,34,29,9,33,23,42,50,49,33,60,21,27,13,13,20,50,37,39,63,60,47,21,39,46,16,11,28,13,29,7,31,38,54,11,22,44,39,33,36,11,8,41,60,21,53,10,28,17,35,29,43
"Sbj68_Time1",1,68,19,11,15,11,21,22,16,13,15,19,15,19,22,20,20,27,13,16,14,23,25,24,12,28,17,20,22,18,21,20,17,13,18,18,22,16,19,25,21,16,23,26,20,18,18,18,22,22,22,21,9,14,17,16,18,24,21,18,18,20,12,19,23,18,20,10,16,17,24,25,23,20,18,19,25,14,16,20,19,21,19,16,14,19,20,18,21,19,21,21,16,14,20,11,21,28,22,21,19,25
"Sbj68_Time2",2,68,34,21,31,42,39,12,9,32,22,30,34,14,32,16,35,18,25,13,24,20,14,13,10,32,36,21,19,27,24,10,23,13,33,20,9,24,29,23,21,23,13,29,17,31,31,13,25,16,14,14,33,17,15,16,12,23,16,35,25,16,12,13,31,14,23,37,21,17,21,36,16,34,18,16,27,15,15,23,20,25,19,37,14,19,10,46,10,15,16,15,43,12,11,23,24,22,31,39,13,34
"Sbj68_Time3",3,68,26,17,30,38,31,16,14,30,27,30,31,16,37,16,30,19,20,13,20,16,13,14,15,31,34,18,16,29,25,11,19,11,27,19,15,17,28,22,5,25,12,34,15,32,31,24,32,15,12,14,32,12,17,17,20,14,11,32,23,7,19,17,32,20,21,34,23,19,21,38,22,35,17,17,26,13,18,22,22,21,13,34,15,27,17,44,19,18,15,11,40,14,18,23,28,27,24,35,17,27
"Sbj68_Time4",4,68,32,15,29,39,36,16,13,30,22,27,31,23,37,15,38,14,16,8,29,23,15,12,18,34,29,27,17,21,21,11,11,15,26,15,13,19,27,28,11,19,18,31,12,25,19,20,31,15,14,12,33,18,15,15,7,19,22,28,23,12,16,9,26,15,25,40,20,17,22,36,22,32,21,13,26,16,19,23,23,17,13,28,17,28,11,46,11,15,9,10,39,20,13,28,20,24,26,31,10,31
"Sbj69_Time1",1,69,17,28,20,22,18,18,13,12,17,21,21,18,23,10,15,25,29,13,24,20,17,22,16,25,12,17,18,19,16,19,27,25,20,20,15,13,15,19,18,14,11,12,23,20,27,20,23,15,22,19,21,12,17,15,25,20,11,19,22,25,10,20,26,17,13,19,18,24,22,22,14,23,12,14,27,20,12,16,22,19,11,13,17,13,18,17,16,24,11,15,12,23,16,23,26,21,12,20,14,14
"Sbj69_Time2",2,69,23,17,16,18,47,11,53,25,36,16,16,18,17,59,43,59,43,33,52,18,13,25,27,17,13,14,18,10,34,14,83,74,9,28,46,41,26,16,13,60,14,13,14,17,37,48,11,12,17,21,56,75,49,28,40,19,32,20,42,13,24,9,13,32,6,16,78,44,19,45,50,13,25,24,25,24,74,16,10,11,72,11,14,11,12,22,16,14,15,36,8,15,40,27,34,77,74,10,12,62
"Sbj69_Time3",3,69,27,15,10,10,47,8,47,26,33,9,15,14,12,60,43,59,43,32,50,16,20,22,25,19,17,21,4,16,39,12,79,73,15,17,52,38,21,15,18,62,13,12,15,17,44,45,13,14,14,14,58,74,51,22,40,22,32,19,39,16,21,13,13,27,18,8,74,45,17,37,49,11,26,32,21,21,77,22,15,13,74,16,12,14,15,21,15,7,15,36,11,12,45,28,29,73,70,8,17,59
"Sbj69_Time4",4,69,25,11,13,17,50,9,45,22,29,9,12,14,12,59,44,57,37,30,52,16,15,33,26,17,22,12,16,18,32,14,77,69,11,23,49,39,28,11,16,58,20,16,14,15,46,51,14,11,16,22,58,76,52,14,37,31,27,17,43,14,16,14,15,31,11,19,75,42,15,46,55,14,21,25,24,23,78,20,16,14,76,15,9,13,14,24,17,15,19,37,20,11,41,27,31,72,82,15,9,53
"Sbj7_Time1",1,7,23,24,16,22,22,16,13,14,19,15,21,17,16,19,19,17,19,19,20,26,19,10,16,21,21,18,21,25,17,19,25,14,25,15,16,17,24,16,14,17,26,18,13,22,18,18,26,11,21,21,26,16,11,14,17,18,20,18,26,19,20,16,12,23,11,18,9,25,18,21,12,17,19,12,19,17,22,16,18,19,14,19,14,18,17,20,19,23,22,9,15,14,13,16,22,24,24,14,22,19
"Sbj7_Time2",2,7,12,22,23,35,12,19,15,23,16,23,14,26,30,14,38,15,38,29,28,21,14,26,12,31,17,36,29,14,21,10,53,19,17,44,18,41,34,37,25,26,31,33,34,21,14,25,31,43,32,25,18,12,17,27,20,10,15,11,13,16,13,12,43,30,18,19,31,34,40,32,39,39,33,26,27,16,15,16,39,38,14,21,15,8,13,14,27,22,8,11,29,28,43,12,29,9,15,14,38,11
"Sbj7_Time3",3,7,19,25,25,35,14,27,16,14,11,14,10,20,33,19,35,22,29,32,28,22,15,24,15,40,20,35,34,15,16,15,51,12,13,41,16,38,31,31,22,29,19,35,36,20,16,26,29,40,33,21,10,18,15,24,19,15,13,19,14,8,16,13,47,33,12,22,31,34,39,36,38,32,38,28,20,14,11,15,46,29,6,9,12,12,8,10,30,20,20,14,21,30,41,9,33,16,10,18,33,7
"Sbj7_Time4",4,7,13,24,21,33,13,22,11,16,17,7,14,27,34,11,39,21,37,29,28,19,11,26,11,40,23,34,32,12,22,14,53,11,14,37,14,42,34,37,19,20,30,34,35,22,15,26,30,41,28,22,17,18,18,24,24,14,16,18,13,20,18,11,48,23,20,19,35,33,36,36,37,30,35,25,27,13,14,12,41,32,24,7,15,14,14,13,26,26,16,10,23,29,37,15,36,15,9,16,37,14
"Sbj70_Time1",1,70,20,20,20,18,25,19,19,19,17,25,16,19,21,17,18,30,18,11,19,20,19,16,17,20,13,20,18,23,22,18,22,14,16,17,19,16,15,24,17,25,27,23,14,14,18,19,15,23,15,15,26,19,18,22,21,24,27,23,16,17,18,16,15,19,21,22,31,22,11,21,15,15,18,23,23,21,10,11,17,9,16,19,21,20,25,15,20,15,24,20,21,6,21,12,11,13,14,22,17,12
"Sbj70_Time2",2,70,15,21,13,13,30,31,15,33,13,42,44,14,21,20,27,34,29,20,14,14,16,13,51,65,16,29,18,37,25,35,27,25,16,11,23,13,12,28,16,24,29,46,31,18,17,18,39,20,46,26,16,22,10,45,31,16,44,31,31,10,30,18,11,33,37,15,24,45,15,9,16,27,15,34,28,14,18,17,42,14,37,18,24,25,17,22,27,42,19,20,12,45,42,13,19,17,31,14,18,15
"Sbj70_Time3",3,70,11,18,17,17,23,30,9,33,13,51,47,14,30,16,25,46,31,21,13,7,21,17,45,65,11,35,13,40,28,32,21,30,12,18,22,12,10,29,11,32,31,36,31,17,18,26,42,10,39,22,16,22,11,46,30,13,42,32,36,12,30,5,9,41,40,14,25,47,13,17,10,28,15,35,30,12,27,11,41,15,40,25,22,21,8,18,32,44,16,16,16,41,38,17,13,16,34,15,19,17
"Sbj70_Time4",4,70,16,15,15,10,33,33,13,34,17,46,44,16,26,19,32,41,31,17,14,15,16,18,52,65,12,33,18,40,27,29,30,20,11,16,27,10,12,22,13,28,28,38,33,12,20,20,47,12,38,25,14,15,12,36,32,18,35,33,32,8,31,11,13,44,42,10,29,41,16,9,14,34,12,29,31,24,19,14,40,12,34,18,21,25,11,22,33,41,14,27,14,50,42,11,19,27,32,11,25,14
"Sbj71_Time1",1,71,17,21,19,17,17,13,19,14,19,17,18,14,22,17,14,14,22,21,21,20,20,19,22,20,9,25,13,21,8,17,29,22,15,18,18,15,17,21,13,16,15,25,12,19,21,22,19,20,17,25,13,19,12,21,23,21,22,22,11,24,16,20,23,19,18,21,11,17,23,19,22,8,16,21,23,15,16,21,17,22,18,24,13,23,20,13,20,19,13,18,25,16,17,22,22,17,15,19,13,16
"Sbj71_Time2",2,71,13,18,35,24,14,18,15,22,11,13,34,26,11,26,30,38,20,15,34,40,34,12,29,69,27,25,20,27,16,19,49,30,36,15,25,8,30,49,11,10,45,22,38,35,16,38,12,22,50,13,41,14,51,19,34,13,21,24,20,33,10,18,29,10,37,31,17,12,20,29,17,17,13,10,38,14,26,19,9,32,18,51,16,12,44,23,18,14,11,36,17,37,34,11,23,35,9,35,49,17
"Sbj71_Time3",3,71,15,17,39,22,18,20,15,22,15,8,30,27,14,26,30,35,11,9,30,34,28,15,30,60,33,27,12,27,10,22,59,28,39,13,22,13,38,49,13,16,47,19,36,33,17,37,13,13,41,16,43,14,49,19,26,15,19,29,16,33,14,10,29,13,37,37,15,15,17,33,13,14,11,17,29,14,21,20,15,36,11,56,10,12,44,28,15,16,7,35,20,48,36,13,24,35,18,41,45,14
"Sbj71_Time4",4,71,14,14,41,18,17,25,18,22,15,14,32,19,16,26,26,35,11,12,31,40,36,9,31,64,34,21,20,34,11,25,55,29,36,10,24,13,33,50,14,13,40,29,37,32,14,33,20,13,47,17,46,17,46,22,31,20,18,27,16,28,7,7,25,15,35,35,17,10,23,39,11,12,19,10,34,12,20,24,5,34,9,54,15,13,47,26,16,18,16,29,24,38,35,15,25,35,8,36,45,15
"Sbj72_Time1",1,72,21,14,16,22,13,25,19,10,14,19,13,17,17,21,18,16,18,20,12,18,18,15,20,23,11,17,25,14,17,18,19,15,19,16,21,25,17,24,17,21,19,11,19,24,22,15,20,16,13,23,12,19,18,20,21,10,26,11,15,22,17,10,20,16,25,15,12,15,18,15,19,23,20,21,25,15,18,20,9,19,15,19,20,16,19,21,25,25,26,21,25,18,26,14,22,22,17,18,12,10
"Sbj72_Time2",2,72,56,64,13,37,61,7,23,55,20,11,13,15,78,28,39,17,38,12,14,13,25,35,9,29,13,7,24,49,21,64,45,7,41,41,38,28,43,26,9,35,36,13,34,42,22,40,11,17,42,30,73,16,85,17,16,20,10,19,14,50,11,44,11,18,25,8,66,6,28,18,32,14,35,14,25,15,30,21,8,13,109,17,82,23,23,41,37,9,18,30,43,75,58,30,37,39,13,14,75,87
"Sbj72_Time3",3,72,59,55,17,38,53,14,22,54,21,11,10,13,79,32,41,17,43,9,17,12,30,39,12,22,14,15,20,50,30,62,46,16,33,43,36,25,41,20,12,36,42,16,21,41,26,38,11,7,52,23,78,14,82,11,15,13,12,11,18,46,14,42,14,10,24,19,69,10,29,18,42,20,42,17,24,15,31,22,13,14,107,14,76,20,20,38,38,12,21,34,42,72,52,24,31,36,15,13,74,82
"Sbj72_Time4",4,72,51,58,11,42,59,12,23,55,20,13,15,16,77,34,34,14,42,17,12,17,28,31,13,26,13,16,23,48,21,65,45,14,37,44,29,26,41,23,9,35,35,16,24,41,23,36,12,19,45,32,76,21,82,15,15,12,13,14,12,50,11,45,13,14,17,17,76,10,28,16,39,8,41,10,27,15,32,19,12,19,109,13,75,21,25,37,36,19,25,27,46,78,53,27,36,45,11,10,75,89
"Sbj73_Time1",1,73,21,15,26,14,9,12,17,19,19,14,13,22,15,18,20,22,27,15,24,16,22,14,12,27,19,11,16,13,18,17,17,12,20,20,21,17,17,13,16,20,19,14,17,18,20,23,14,15,15,15,15,17,15,24,23,13,26,22,26,19,13,16,25,14,15,16,24,26,16,14,15,15,16,23,21,19,19,18,26,16,13,18,22,20,15,21,22,26,22,15,13,20,21,17,15,12,11,23,12,19
"Sbj73_Time2",2,73,36,12,23,9,9,10,13,25,8,50,10,46,71,15,44,16,11,46,12,58,22,46,19,40,52,22,37,28,33,45,26,13,61,24,44,9,20,12,36,13,52,10,60,20,9,27,27,66,20,14,11,70,29,15,45,19,29,20,12,56,20,40,36,15,23,13,43,12,6,39,34,25,39,30,23,17,12,42,31,63,26,18,13,10,19,11,16,50,14,21,13,62,23,16,25,18,44,32,15,46
"Sbj73_Time3",3,73,36,13,27,17,11,11,19,17,13,49,9,43,65,17,36,8,11,39,18,57,27,42,12,39,56,22,47,28,36,40,31,15,59,27,53,16,17,20,38,10,50,18,61,11,18,21,30,66,23,19,8,77,22,5,42,21,31,17,11,52,21,47,42,12,24,6,47,15,15,35,25,24,41,22,19,11,12,41,31,54,28,21,10,10,18,17,15,52,16,23,22,60,29,17,24,15,40,33,16,49
"Sbj73_Time4",4,73,29,11,18,10,10,12,11,18,14,53,18,47,68,9,38,14,12,39,19,61,18,41,15,43,50,23,40,25,32,40,34,12,67,24,49,14,14,13,30,14,55,14,58,21,10,25,29,58,23,12,12,73,22,9,42,22,25,19,13,55,17,43,39,18,28,10,44,18,14,37,33,24,41,28,18,8,14,40,31,60,28,18,16,11,17,13,17,47,17,20,13,56,29,12,31,18,46,30,14,53
"Sbj74_Time1",1,74,15,23,19,23,5,18,25,20,14,21,9,13,16,16,23,18,20,20,25,23,18,15,19,25,19,14,20,18,19,16,19,26,19,19,23,26,18,24,18,19,23,15,19,15,23,19,17,24,17,28,16,20,25,9,21,16,14,20,22,14,12,11,13,20,13,12,12,20,19,11,17,17,19,20,12,17,14,22,21,19,11,21,28,19,13,17,17,12,25,24,18,18,16,16,20,12,23,15,25,15
"Sbj74_Time2",2,74,28,13,27,50,21,38,38,33,60,68,14,34,33,13,15,35,8,19,10,33,75,45,15,36,14,66,10,59,25,40,17,13,19,25,21,22,14,52,14,9,23,16,13,44,29,47,40,76,18,16,11,16,8,18,29,24,13,13,22,10,55,22,11,70,32,8,32,26,51,12,20,14,11,11,95,22,11,19,47,19,34,58,19,41,26,36,41,17,15,14,26,49,27,79,15,22,26,15,10,23
"Sbj74_Time3",3,74,28,12,26,49,10,31,33,34,56,66,19,31,31,14,24,44,17,25,14,37,71,44,6,28,13,65,11,51,24,42,8,8,8,31,15,25,20,46,17,17,22,12,13,48,30,45,44,76,20,24,17,14,17,19,31,27,8,17,30,10,49,20,18,74,34,10,34,30,47,21,17,14,17,11,87,23,12,12,46,17,37,55,7,45,32,38,38,18,21,8,24,46,32,80,15,23,22,22,16,21
"Sbj74_Time4",4,74,26,15,25,47,14,35,30,31,55,71,13,32,36,20,26,38,15,33,15,28,67,47,10,36,17,67,9,55,30,33,11,20,11,24,10,21,19,53,18,12,32,12,10,48,32,48,47,70,27,22,14,15,13,18,31,19,16,5,23,18,45,24,16,67,30,12,38,26,43,17,15,9,13,19,95,16,10,17,47,17,35,55,7,43,25,36,41,14,12,18,25,44,28,79,15,20,24,12,10,22
"Sbj75_Time1",1,75,11,22,25,26,16,24,27,18,21,16,22,23,16,16,17,14,14,25,18,20,18,17,16,15,26,18,12,23,22,15,14,18,18,15,22,11,14,20,16,17,25,15,15,25,18,19,21,15,24,19,16,28,10,13,17,16,13,18,16,23,20,14,23,17,21,22,28,17,19,23,23,21,25,24,22,13,14,16,25,13,21,23,14,23,24,25,19,17,22,18,16,20,19,13,24,17,17,24,17,21
"Sbj75_Time2",2,75,32,79,48,15,14,42,94,52,15,76,11,30,28,27,39,42,33,48,14,33,14,84,17,21,46,37,24,39,51,133,36,11,53,46,14,26,31,13,65,20,10,17,18,15,65,66,81,11,11,43,18,99,12,37,70,11,12,28,18,20,11,32,96,66,19,51,28,24,19,16,16,15,16,37,13,43,51,6,11,10,80,46,12,16,30,80,11,13,54,64,47,82,20,33,40,13,58,47,86,59
"Sbj75_Time3",3,75,32,88,40,10,12,44,95,54,10,82,13,25,33,24,33,52,24,48,17,32,15,90,15,8,48,41,25,42,53,125,42,12,50,48,16,27,30,16,68,19,9,16,18,15,59,66,87,16,16,39,16,100,9,32,72,12,18,34,27,24,8,38,102,59,17,61,21,21,19,10,20,13,12,33,6,44,52,7,15,13,78,46,15,18,27,78,13,7,53,71,49,73,12,29,45,13,49,47,86,62
"Sbj75_Time4",4,75,33,86,38,15,11,40,98,57,12,74,13,30,33,24,43,50,25,49,3,29,15,86,16,19,43,35,30,39,60,127,40,7,49,49,13,25,32,11,71,16,15,15,20,18,61,67,88,13,15,43,8,103,17,34,72,12,13,30,18,13,16,35,98,66,15,54,24,15,13,17,16,15,16,39,14,39,58,19,8,10,83,48,14,18,23,80,8,11,54,60,40,78,11,34,42,14,56,45,84,65
"Sbj76_Time1",1,76,19,17,21,23,15,8,20,22,18,12,13,18,23,24,23,11,21,15,18,22,14,13,19,24,18,19,18,21,17,17,16,17,20,15,21,18,20,10,13,20,18,21,17,17,15,17,17,16,23,19,16,22,19,11,20,20,20,28,17,22,21,23,25,16,22,11,21,14,17,18,24,21,10,12,16,23,19,21,11,15,15,14,23,18,21,16,22,21,22,19,22,20,18,21,19,11,21,21,13,27
"Sbj76_Time2",2,76,23,43,32,32,36,19,36,12,10,17,38,22,12,12,16,35,23,19,19,14,27,19,35,28,44,18,12,13,18,15,25,11,21,16,43,27,26,51,39,23,13,19,15,36,24,32,9,16,12,14,9,16,21,15,22,23,14,40,14,26,23,33,6,35,32,29,35,21,24,15,31,27,18,22,13,31,15,30,27,19,29,40,12,14,28,59,15,26,13,16,14,9,23,24,13,18,20,31,18,24
"Sbj76_Time3",3,76,17,41,29,26,38,19,36,13,10,12,39,24,15,10,15,35,19,26,9,14,27,23,31,30,41,21,10,15,19,13,27,12,22,16,45,30,22,49,35,23,13,21,17,46,22,34,15,22,10,13,19,17,17,10,20,20,14,33,14,27,22,26,18,36,33,23,40,18,19,20,28,25,19,28,18,30,12,29,27,18,34,40,14,8,27,61,10,24,13,16,16,10,28,16,6,17,24,31,11,23
"Sbj76_Time4",4,76,22,34,26,24,32,18,28,16,17,14,40,28,16,9,19,39,23,18,13,16,21,26,28,30,43,20,11,15,18,12,22,15,23,24,47,30,19,54,28,15,13,17,11,36,20,37,11,18,14,13,14,8,19,16,18,26,11,36,12,23,22,24,21,33,36,24,36,13,16,17,26,25,15,19,12,32,11,32,27,13,30,43,10,10,28,59,15,19,14,16,14,16,32,18,17,13,22,29,14,22
"Sbj77_Time1",1,77,19,25,25,20,17,21,15,14,17,18,18,19,22,13,18,21,15,17,20,23,17,13,22,25,22,19,21,18,16,20,26,20,25,24,14,18,12,20,19,17,10,22,20,14,19,14,18,20,17,17,23,21,24,22,22,18,21,21,23,16,31,18,20,20,14,16,20,19,13,14,22,17,18,20,24,22,20,20,27,18,19,20,8,17,15,25,12,23,12,18,22,14,25,18,20,20,19,21,18,20
"Sbj77_Time2",2,77,20,16,40,14,17,30,35,16,16,33,38,16,9,14,9,34,21,32,52,10,17,37,28,40,14,13,24,13,13,26,25,13,24,12,32,13,36,19,21,24,17,45,35,15,50,26,33,30,27,26,35,33,10,29,13,33,54,25,17,20,22,43,54,11,16,12,22,12,14,20,44,18,24,24,13,45,33,10,12,23,10,24,6,13,22,22,15,31,29,10,15,32,17,17,29,23,27,32,29,22
"Sbj77_Time3",3,77,17,6,36,15,11,31,31,17,15,31,34,8,10,19,13,35,20,31,52,15,21,44,24,49,17,10,22,13,18,29,32,15,20,15,28,17,29,16,18,27,24,50,28,11,43,26,24,30,24,21,40,32,20,32,13,28,52,25,11,19,26,43,51,11,22,13,30,14,14,9,45,23,23,27,20,43,30,13,8,23,14,18,17,13,27,17,16,31,26,16,16,33,17,17,36,24,24,34,25,29
"Sbj77_Time4",4,77,20,14,36,15,16,28,31,15,16,30,30,17,13,17,12,39,17,36,50,15,23,46,23,40,12,15,25,6,12,29,27,15,18,13,28,17,29,13,21,23,22,43,31,12,40,24,33,30,17,20,38,39,14,28,14,30,46,24,12,17,23,40,51,12,16,11,26,20,16,10,45,18,19,24,12,39,29,16,15,22,14,26,10,11,25,17,28,29,26,12,9,33,20,17,29,18,28,32,24,30
"Sbj78_Time1",1,78,15,11,23,17,18,21,21,17,26,7,20,22,15,22,15,17,19,14,15,18,10,20,19,14,23,20,25,22,20,21,10,22,21,13,17,23,19,14,16,17,20,19,19,14,23,15,15,20,22,21,8,18,14,28,18,15,17,14,14,23,15,23,20,19,13,11,10,20,17,19,16,18,19,22,24,24,22,18,15,22,20,10,11,29,14,18,14,16,12,17,18,21,19,17,21,20,14,10,21,19
"Sbj78_Time2",2,78,13,17,47,14,8,12,11,22,19,39,17,37,15,18,33,14,29,46,15,11,31,20,25,14,21,31,47,32,18,7,21,25,18,14,26,32,48,34,30,22,8,11,31,28,22,11,12,23,69,8,43,44,46,39,40,42,10,11,50,25,26,15,8,21,39,20,30,13,29,43,31,19,22,12,23,15,19,24,38,16,41,30,29,27,14,15,13,35,20,16,19,12,44,19,41,21,18,18,46,10
"Sbj78_Time3",3,78,11,20,45,15,14,17,12,15,8,34,19,40,20,11,32,11,22,42,13,23,24,15,22,18,19,32,49,31,23,13,24,31,17,11,25,36,55,38,23,17,11,17,25,22,24,12,13,19,64,13,42,37,49,34,42,45,17,15,47,34,20,18,20,21,35,23,34,17,36,38,34,9,33,16,25,12,11,20,40,14,43,33,22,30,16,8,14,28,12,14,21,12,34,12,35,22,18,15,50,15
"Sbj78_Time4",4,78,7,23,44,11,12,5,13,15,19,37,27,31,12,12,33,13,29,41,10,15,34,18,28,16,19,38,42,24,15,13,26,33,22,12,21,33,54,30,21,23,14,11,27,32,21,15,10,17,70,16,40,45,47,35,44,50,16,13,52,26,16,18,11,26,40,24,35,15,28,46,34,15,34,16,20,16,17,18,39,9,42,30,30,33,12,14,21,32,14,14,21,15,39,18,37,20,20,23,51,7
"Sbj79_Time1",1,79,24,20,20,22,12,22,18,20,25,22,23,26,19,18,21,14,24,24,22,22,16,20,15,24,17,27,20,18,16,21,13,19,21,21,19,18,18,20,25,12,18,22,22,18,25,17,15,22,11,21,21,19,10,13,17,24,21,12,22,12,23,17,10,24,17,18,18,12,20,11,11,20,14,12,19,14,19,16,17,17,14,16,20,17,17,13,17,14,20,12,17,20,30,20,26,15,16,22,15,22
"Sbj79_Time2",2,79,19,25,21,29,11,13,14,28,17,38,17,28,33,11,42,10,34,19,6,13,35,20,28,23,31,20,14,27,27,22,13,23,27,12,11,40,13,14,19,16,20,33,11,10,15,40,16,24,19,30,18,13,24,30,24,33,16,18,7,25,16,18,24,21,19,15,18,21,21,17,10,28,32,21,16,23,12,12,14,24,33,21,25,35,26,18,16,26,16,17,39,44,9,15,22,40,20,22,25,18
"Sbj79_Time3",3,79,12,24,24,25,17,17,14,27,8,34,17,28,36,12,38,12,29,22,6,14,31,19,26,14,31,19,7,25,30,21,19,23,23,13,13,33,11,11,16,21,17,30,13,12,10,39,19,21,15,29,21,10,22,32,20,39,16,25,10,26,10,15,24,16,31,11,25,20,30,12,14,21,26,29,8,29,9,12,8,21,30,19,22,37,31,19,9,23,12,11,44,39,15,10,21,34,7,24,30,20
"Sbj79_Time4",4,79,12,25,24,27,12,14,15,25,9,36,27,31,34,12,40,8,33,25,13,15,37,22,19,18,38,18,11,26,31,19,18,20,20,10,15,43,13,13,15,17,18,27,15,16,18,37,19,28,10,33,12,9,19,26,20,36,17,20,14,22,11,12,20,17,19,16,15,17,29,15,11,24,32,21,13,32,16,9,13,17,28,27,25,35,20,20,15,27,11,15,42,40,19,16,21,41,17,28,22,19
"Sbj8_Time1",1,8,17,24,20,17,20,22,28,15,25,12,17,27,23,20,13,24,13,17,25,21,22,17,20,20,17,20,21,18,21,20,10,11,16,24,20,19,24,13,17,23,18,15,17,18,22,17,12,15,21,16,17,23,20,19,19,17,23,20,16,11,21,17,17,32,19,18,20,24,16,12,16,20,14,21,19,21,7,16,14,19,17,26,16,27,20,25,14,29,17,15,11,26,16,12,12,16,15,13,15,17
